,quote,fake
414,rep. pramila jayapal was not wearing a mask in congress during the u.s. capitol mob.,1
415,"“there were several states where outside actors dramatically changed the rules of the road, so to speak, two weeks out, one week out, on how elections would be run.”",1
416,"the effort to recall california gov gavin newsom is ""a coup.""",1
417,president trump has ordered the military to take over “major corrupt cities” to stay in office and that u.s. citizens will receive emergency alerts on their devices.,1
418,the second presidential impeachment of donald trump was “the most bipartisan impeachment in american history.”,0
419,nancy pelosi bought $1.5 million “in foreign oil stock day before shut down of american line.”,1
420,“more than 91% of the spending in this $1.9 trillion package is not used for pandemic relief.”,1
421,"“america has 133 million registered voters,” but “159 million votes” were cast in the 2020 presidential election.",1
422,"kaleb torres, a young spokesperson for shriners hospitals for children, has died.",1
423,"joe biden “has effectively ordered a shutdown of ice, halting virtually all deportations, everyone, murderers, everybody, no more.”",1
424,identification is required “to get into washington dc.”,1
425,"alexandria ocasio-cortez tweeted, “let’s begin ‘the purge’ to roundup all conservative traitors.”",1
426,“republicans have no way to communicate” after tech companies cut off parler.,1
427,"joe biden is on video ""admitting to"" election fraud in a ""confession.""",1
428,"“the u.s. department of state … released a statement on their website stating that donald j. trump's term ended” on jan. 11, 2021.",1
429,nancy pelosi is no longer the speaker of the house,1
430,npr posted a story about the capitol breach before it happened.,1
431,"a second impeachment means donald trump loses his lifetime pension, travel allowance, secret service detail, and his ability to run for public office.",1
432,mike pence changed “his twitter banner photo to biden and harris.”,1
433,"summer “protesters outside the white house were met with tear gas, rubber bullets, a full militarized response. while ... rioters were able to breach the capitol.”",1
435,"“if you're making less than $15 an hour, you're living below the poverty wage.”",1
436,Tampa Mayor Jane Castor maskless at Super Bowl.,1
437,cracker barrel’s name has racist origins and its logo depicts a whip.,1
438,"""trump won two-thirds of election lawsuits where merits considered""",1
439,“only one person died on that day” during the jan. 6 u.s. capitol riot.,1
440,the covid-19 vaccine “went out for distribution” in nebraska “days before the fda even said they were going to approve it.”,1
441,"“biden’s air force one is not the same as trump’s air force one,” which indicates biden is not the real president.",0
442,“but we’re below the national average in number of deaths in nursing homes.”,1
443,Joe Biden asleep at his desk.,0
444,"“more than 200,000 daca recipients are essential infrastructure workers” including “41,700 daca recipients in the healthcare industry”",1
445,"joe biden said, “buy a man eat fish, he day, teach fish man, to a lifetime.""",0
446,michelle obama earned a doctorate after leaving the white house.,1
447,man upset because he was added to the no-fly list for storming the Capitol.,0
448,"before covid-19, “more iowans (were) working than at any other time in our state history.""",1
449,"""trump signs insurrection act - general flynn to be appointed vice president.""",1
451,the american civil liberties union opposes h.r. 1 on grounds that “it threatens our freedom of speech.”,1
452,"“biden’s plan will immediately let in 25,000 asylum-seekers who’d been waiting in mexico as their cases were judged.”",1
454,"“there’s about 9% of (the american rescue plan) actually going to covid, meaning 91% of it is not even covid-related.”",0
455,"“becerra supports bernie’s government takeover of your health care, eliminating your employer-provided coverage.”",1
456,"the biden administration “halted deportations for all illegal aliens — murderers, rapists, terrorists, ms-13 gang members are not being deported.""",1
457,the covid-19 rescue bill includes money for a list of projects that are not covid-related.,1
458,“pfizer and moderna could share their design with dozens of other pharma companies who stand ready to produce their vaccines and end the pandemic.”,1
459,"""satan flashed in the halftime super bowl satanic ritual.""",1
460,"“new evidence ties covid-19 creation to research funded by fauci""",1
461,"“shell oil laying off 9,000 workers” because of joe biden.",1
462,“military rescues tortured children from tunnel beneath capitol hill.”,1
463,“now (biden) is saying that people who came here illegally can jump ahead of other americans who have been waiting to get the vaccine.”,1
464,“kim martin morrow the ceo of netflix has just been charged with 15 charges for child pornography”,1
465,he authored legislation “to guarantee coverage to people with pre-existing conditions -- no matter what happens to obamacare.”,1
466,“cbs stole a photo from latinos for trump in phoenix and tagged it as a biden event.”,1
467,“cdc director robert redfield says healthy people should not wear masks.”,0
468,"“over three months after receiving cares act relief funds from the state, the county has still not made those dollars available to help struggling mid-missourians.”",1
469,“nobody is found dead of corona in their homes.. they all die at the hospital.”,1
470,an antifa flyer encourages activists “to disguise yourselves as patriots/trump supporters” on nov. 4.,1
471,"“biden failed to condemn far-left violent groups like antifa, instead faulting only the brave men and women of law enforcement.”",1
472,“only 6% of the people actually died from covid.” the others “died from other reasons.”,1
474,masks don’t work” by vaping through them.,1
475,"""busted: cdc inflated covid numbers, accused of violating federal law""",1
